post,reply,comment,sentiment,score,time_comment,company,channel
Dragon’s trunk has been jettisoned and deorbit burn has been initiated,81.0,I thought the LOS issue had been overcome during the shuttle era Was that not the case or has it just returned for nonshuttle flights,2 stars,2,2021-05-02,spacex,tweet
Dragon’s trunk has been jettisoned and deorbit burn has been initiated,81.0,After everything went well why don t they emit images of the interior of the spacecraft at the moment of entering the Earth s atmosphere It is something that intrigues me a lot and I find it very interesting,4 stars,4,2021-05-02,spacex,tweet
Dragon’s trunk has been jettisoned and deorbit burn has been initiated,81.0,Viewin History,4 stars,4,2021-05-02,spacex,tweet
Dragon’s trunk has been jettisoned and deorbit burn has been initiated,81.0,,2 stars,2,2021-05-02,spacex,tweet
Departure burns complete Dragon will reenter the Earth s atmosphere in 4 hours,1847.0,Giveaway 👉site Musk7 Net,5 stars,5,2021-05-02,spacex,tweet
Departure burns complete Dragon will reenter the Earth s atmosphere in 4 hours,1847.0,🚀 Th1s will help to make profit gt gt 👉 Musk7 Net,5 stars,5,2021-05-02,spacex,tweet
Departure burns complete Dragon will reenter the Earth s atmosphere in 4 hours,1847.0,I share th1s btc at Musk7 Net,5 stars,5,2021-05-02,spacex,tweet
Departure burns complete Dragon will reenter the Earth s atmosphere in 4 hours,1847.0,A1rdrop gt Musk7 Net,5 stars,5,2021-05-02,spacex,tweet
Departure burns complete Dragon will reenter the Earth s atmosphere in 4 hours,1847.0,🔥,5 stars,5,2021-05-02,spacex,tweet
Departure burns complete Dragon will reenter the Earth s atmosphere in 4 hours,1847.0,Pog,3 stars,3,2021-05-02,spacex,tweet
Separation confirmed Dragon will perform four departure burns to move away from the station,1586.0,Station,4 stars,4,2021-05-02,spacex,tweet
Separation confirmed Dragon will perform four departure burns to move away from the station,1586.0,Station Starlink launch was amazing,5 stars,5,2021-05-02,spacex,tweet
Separation confirmed Dragon will perform four departure burns to move away from the station,1586.0,Station,4 stars,4,2021-05-02,spacex,tweet
Separation confirmed Dragon will perform four departure burns to move away from the station,1586.0,Station Elon I appreciate what your doing but MANNN WHEN YOU GONE STOP MESSING AROUND WITH THIS ROCKET TECHNOLOGY WE BEEN USING FOR ALMOST 70yrs and bring out the big guns that are “Secret” 😕 You know about them bro so Just Do IT‼️,4 stars,4,2021-05-02,spacex,tweet
Separation confirmed Dragon will perform four departure burns to move away from the station,1586.0,Station Resilience is coming home,5 stars,5,2021-05-02,spacex,tweet
Separation confirmed Dragon will perform four departure burns to move away from the station,1586.0,Station Safe trip home Crew 1,4 stars,4,2021-05-02,spacex,tweet
After a six month stay Dragon and the Crew 1 astronauts are set to depart from the station tonight at 8 35 p m ET and return to Earth Weather conditions off the coast of Florida continue to look good for tomorrow’s splashdown at 2 57 a m ET →,350.0,Station 🚀 Give@way Give@way Give@way ➡️site is BtcDay dot Net,5 stars,5,2021-05-01,spacex,tweet
After a six month stay Dragon and the Crew 1 astronauts are set to depart from the station tonight at 8 35 p m ET and return to Earth Weather conditions off the coast of Florida continue to look good for tomorrow’s splashdown at 2 57 a m ET →,350.0,Station Event go BtcDay dot Net,5 stars,5,2021-05-01,spacex,tweet
After a six month stay Dragon and the Crew 1 astronauts are set to depart from the station tonight at 8 35 p m ET and return to Earth Weather conditions off the coast of Florida continue to look good for tomorrow’s splashdown at 2 57 a m ET →,350.0,Station Party ➡️site is BtcDay dot Net,5 stars,5,2021-05-01,spacex,tweet
Deployment of 60 Starlink satellites confirmed,528.0,,2 stars,2,2021-04-29,spacex,tweet
Deployment of 60 Starlink satellites confirmed,528.0,Does anyone get to vote if they want this surrounding earth,1 star,1,2021-04-29,spacex,tweet
Deployment of 60 Starlink satellites confirmed,528.0,DOGE TO THE MOON,5 stars,5,2021-04-29,spacex,tweet
Deployment of 60 Starlink satellites confirmed,528.0,Can t wait for service in Texas,1 star,1,2021-04-29,spacex,tweet
Deployment of 60 Starlink satellites confirmed,528.0,,2 stars,2,2021-04-29,spacex,tweet
Deployment of 60 Starlink satellites confirmed,528.0,ended comcast,1 star,1,2021-04-29,spacex,tweet
Falcon 9’s first stage has landed on the Just Read the Instructions droneship completing this booster’s seventh launch and landing,3471.0,I promised an give@way 👉 gt wvw bit ly cryptotrial,5 stars,5,2021-04-29,spacex,tweet
Falcon 9’s first stage has landed on the Just Read the Instructions droneship completing this booster’s seventh launch and landing,3471.0,Get a free b t c ➡️ gt gt gt gt cryptoboom top,5 stars,5,2021-04-30,spacex,tweet
Falcon 9’s first stage has landed on the Just Read the Instructions droneship completing this booster’s seventh launch and landing,3471.0,Party at gt gt cryptoboom top,5 stars,5,2021-04-30,spacex,tweet
Falcon 9’s first stage has landed on the Just Read the Instructions droneship completing this booster’s seventh launch and landing,3471.0,🚀 I share this coins look➡️ gt gt gt gt cryptoboom top,5 stars,5,2021-04-30,spacex,tweet
Falcon 9’s first stage has landed on the Just Read the Instructions droneship completing this booster’s seventh launch and landing,3471.0,Get a free b t c gt cryptoboom top,5 stars,5,2021-04-30,spacex,tweet
Falcon 9’s first stage has landed on the Just Read the Instructions droneship completing this booster’s seventh launch and landing,3471.0,In the shadows of giants hats off to the Dj playing that Don t miss crew and resonator,5 stars,5,2021-04-29,spacex,tweet
Falcon 9’s first stage has landed on the Just Read the Instructions droneship completing this booster’s seventh launch and landing,3471.0,Thank you I just made a quick 200 000 Retweet this and follow me🚀🚀 I made now more than 600k on DOGE dogecoin between last week and today 🔥I’ll be giving 6k in doge to 10 people who follow me and retweet this tweet,1 star,1,2021-04-29,spacex,tweet
Falcon 9’s first stage has landed on the Just Read the Instructions droneship completing this booster’s seventh launch and landing,3471.0,Ranger s have landed,1 star,1,2021-04-29,spacex,tweet
Falcon 9’s first stage has landed on the Just Read the Instructions droneship completing this booster’s seventh launch and landing,3471.0,They already have the technology to go to other solar systems Watch it share it These people aren t nobodies CIA directors astronauts and people in the know,1 star,1,2021-04-29,spacex,tweet
Falcon 9’s first stage has landed on the Just Read the Instructions droneship completing this booster’s seventh launch and landing,3471.0,Can t you see the charity coin When you will say something about that Please respect the ideology of charity,1 star,1,2021-04-29,spacex,tweet
Liftoff,334.0,,2 stars,2,2021-04-29,spacex,tweet
Liftoff,334.0,DOGE TO THE MOON,5 stars,5,2021-04-29,spacex,tweet
Liftoff,334.0,Was tonight s launch dedicate to Mike Collins,5 stars,5,2021-04-29,spacex,tweet
Liftoff,334.0,Go🚀 Falcon 9 Go B1060🍀,5 stars,5,2021-04-29,spacex,tweet
Liftoff,334.0,Great More space trash,5 stars,5,2021-04-29,spacex,tweet
Watch Falcon 9 launch 60 Starlink satellites to orbit →,173.0,wooo,3 stars,3,2021-04-29,spacex,tweet
Watch Falcon 9 launch 60 Starlink satellites to orbit →,173.0,Using some of humanity s most complicated and expensive tech to space litter Yay,4 stars,4,2021-04-29,spacex,tweet
Watch Falcon 9 launch 60 Starlink satellites to orbit →,173.0,How many more will be launched into orbit And will they eventually make it harder for us to see the stars in the night sky,3 stars,3,2021-04-29,spacex,tweet
Watch Falcon 9 launch 60 Starlink satellites to orbit →,173.0,And Blue Origin still can’t get it up,3 stars,3,2021-04-29,spacex,tweet
Watch Falcon 9 launch 60 Starlink satellites to orbit →,173.0,Still blows my mind that the first stage lands on a ship in the middle of the ocean,4 stars,4,2021-04-29,spacex,tweet
T 30 minutes until Falcon 9’s launch of Starlink weather forecast is 90 favorable for liftoff tonight →,112.0,LMK when it is T 5 minutes pretty please,3 stars,3,2021-04-29,spacex,tweet
T 30 minutes until Falcon 9’s launch of Starlink weather forecast is 90 favorable for liftoff tonight →,112.0,Can t wait Good luck 🚀🍀The most amazing science fiction movie is about to begin This launch will mark the 115th flight overall for SpaceX s 229 foot tall 70 meters Falcon 9 booster The booster for this mission is a six time veteran Falcon 9 first stage designated B1060,5 stars,5,2021-04-29,spacex,tweet
T 30 minutes until Falcon 9’s launch of Starlink weather forecast is 90 favorable for liftoff tonight →,112.0,can we create something that will allow us to just travel the world so fast so we can experience that before we move onto the other planets,5 stars,5,2021-04-29,spacex,tweet
T 30 minutes until Falcon 9’s launch of Starlink weather forecast is 90 favorable for liftoff tonight →,112.0,We need better weather science to help ease all the coastal transplants into the tornado alleys they are moving into Watching tx tornado trend from panicky Cali ex pats is eye opening,3 stars,3,2021-04-29,spacex,tweet
T 30 minutes until Falcon 9’s launch of Starlink weather forecast is 90 favorable for liftoff tonight →,112.0,Is this gonna be on tv at all,1 star,1,2021-04-29,spacex,tweet
Targeting Wednesday April 28 at 11 44 p m EDT for launch of 60 Starlink satellites from SLC 40 in Florida →,413.0,Event to get free coins from me www musk18 com,5 stars,5,2021-04-27,spacex,tweet
Targeting Wednesday April 28 at 11 44 p m EDT for launch of 60 Starlink satellites from SLC 40 in Florida →,413.0,Get your crypto 👉 www btcstep net,5 stars,5,2021-04-27,spacex,tweet
Targeting Wednesday April 28 at 11 44 p m EDT for launch of 60 Starlink satellites from SLC 40 in Florida →,413.0,Get your crypto 👉 www btcstep net,5 stars,5,2021-04-27,spacex,tweet
Targeting Wednesday April 28 at 11 44 p m EDT for launch of 60 Starlink satellites from SLC 40 in Florida →,413.0,L1m1ted time to get free crypt gt 👉 www btcstep net,1 star,1,2021-04-27,spacex,tweet
Targeting Wednesday April 28 at 11 44 p m EDT for launch of 60 Starlink satellites from SLC 40 in Florida →,413.0,AirDrop right there 👉 www btcstep net,5 stars,5,2021-04-27,spacex,tweet
Targeting Wednesday April 28 at 11 44 p m EDT for launch of 60 Starlink satellites from SLC 40 in Florida →,413.0,AirDrop right there 👉 www btcstep net,5 stars,5,2021-04-27,spacex,tweet
Docking confirmed – second time at the station for this Dragon,3918.0,Station Enter gt 👉 www btcstep net,5 stars,5,2021-04-25,spacex,tweet
Docking confirmed – second time at the station for this Dragon,3918.0,Station I drop c0ins To my funs at www btcstep net,5 stars,5,2021-04-25,spacex,tweet
Docking confirmed – second time at the station for this Dragon,3918.0,Station Get free crypto and hodl it Site www btcstep net,1 star,1,2021-04-25,spacex,tweet
This will be the first time that two Crew Dragons are attached to the station,349.0,Station Beautiful views 🐉🤍🛰,5 stars,5,2021-04-24,spacex,tweet
This will be the first time that two Crew Dragons are attached to the station,349.0,Station Went over uk few mins ago,1 star,1,2021-04-24,spacex,tweet
This will be the first time that two Crew Dragons are attached to the station,349.0,Station,4 stars,4,2021-04-24,spacex,tweet
This will be the first time that two Crew Dragons are attached to the station,349.0,Station “We need to have a big permanently occupied base on the moon and then build a city on Mars and become a spacefaring civilization We don’t want to be one of those single planet species we want to be a multi planetary species ” —,4 stars,4,2021-04-24,spacex,tweet
This will be the first time that two Crew Dragons are attached to the station,349.0,Station With also one soyouz There is not enough space on ISS,1 star,1,2021-04-24,spacex,tweet
This will be the first time that two Crew Dragons are attached to the station,349.0,Station Really hoping that we ll get a group shot of all the 8 Dragon Riders gathered on station showing off their knightly armours,4 stars,4,2021-04-24,spacex,tweet
Dragon remains on track to autonomously dock with the station at 5 10 a m EDT,185.0,Station Airdropping crypt0 www musk12 com,4 stars,4,2021-04-24,spacex,tweet
Dragon remains on track to autonomously dock with the station at 5 10 a m EDT,185.0,Station Hodl and get free www musk12 com,5 stars,5,2021-04-24,spacex,tweet
Dragon remains on track to autonomously dock with the station at 5 10 a m EDT,185.0,Station Get free crypto and hodl it Site www musk12 com,1 star,1,2021-04-24,spacex,tweet
Dragon remains on track to autonomously dock with the station at 5 10 a m EDT,185.0,Station Let’s not overlook the fact that we can see the Earth rotating in this live stream 🚀🚀🚀🚀,4 stars,4,2021-04-24,spacex,tweet
Dragon remains on track to autonomously dock with the station at 5 10 a m EDT,185.0,Station Watching from Thailand but nice to see my home country here Thank you,4 stars,4,2021-04-24,spacex,tweet
Dragon remains on track to autonomously dock with the station at 5 10 a m EDT,185.0,Station 👍🏻😃,5 stars,5,2021-04-24,spacex,tweet
Dragon docking with the station soon Watch live →,183.0,Station DOGE TO THE MOON,4 stars,4,2021-04-24,spacex,tweet
Dragon docking with the station soon Watch live →,183.0,Station Dragon looks amazing with Earth,5 stars,5,2021-04-24,spacex,tweet
Dragon docking with the station soon Watch live →,183.0,Station Textbook launch flight capture amazing job team and,5 stars,5,2021-04-24,spacex,tweet
